[00:00.000 --> 00:02.000]  Abonnez-vous !
[29:00.000 --> 29:07.000]  Alors la loi allure, la loi au guet, on ne peut pas prendre le texte et les mettre sur Eglantine comme ça, parce que c'est beaucoup plus complexe que ça.
[29:07.000 --> 29:15.000]  On a des très longues lois avec, depuis, des modifications, etc. Par contre, on peut mettre les liens qui mènent directement au bon endroit sur Eglantine.
[29:15.000 --> 29:20.000]  On va voir comment on peut vous faire ça. C'est moins évident que ça, parce que vous voyez, c'est un PDF qui fait 5 pages. C'est simple.
[29:20.000 --> 29:27.000]  Maintenant, on va voir comment on peut vous mettre également la manière la plus simple qui soit sur Eglantine.
[29:27.000 --> 29:39.000]  Alors je vous, je prends le lien Dropbox, clique et je vous envoie à tous le code de déontologie pour que vous liiez tous le côté.
[29:39.000 --> 29:46.000]  Ce que nous allons faire aujourd'hui, c'est pour ça que vous dites que c'est un peu rébarbatif, ça ne va pas être très rigolo, ça va être, soyons clairs, chiant comme la mort.
[29:46.000 --> 29:54.000]  On va prendre chaque article. Alors il n'y en a pas beaucoup. Il n'y en a pas beaucoup. Vous voyez, ça s'arrête à la fin à l'article, excusez-moi, l'article 11.
[29:54.000 --> 30:04.000]  Il n'y en a pas beaucoup. On va prendre chaque article, on va les lire et je vais vous expliquer premièrement ce que ça veut dire, parce que la plupart, ils sont assez simples.
[30:04.000 --> 30:16.000]  Vous allez voir qu'il ne s'agit pas de lire rablais dans le texte. Ce n'est pas très compliqué, mais bon, on va quand même expliquer parce que sur certaines choses, on ne peut pas voir exactement à quoi ça se rapporte.
[30:16.000 --> 30:22.000]  Et puis je vais vous donner des exemples surtout. Je pense que c'est plus important de vous donner des exemples, des illustrations.
[30:22.000 --> 30:37.000]  Bien entendu, pour essayer de rendre cette viso-conférence aussi peu pénible et rébarbatif que possible, participez, posez des questions, intervenez, demandez des éclaircissements sur ceci, sur cela.
[30:37.000 --> 30:46.000]  Ça va la rendre un petit peu plus vivante parce que vous allez voir que ce n'est pas très rigolo ce qu'on va faire.
[30:46.000 --> 30:54.000]  Des voyous qui nous demandent de respecter les bonnes pratiques, l'audit Julia.
[30:54.000 --> 31:06.000]  Alors, Edda, t'es fait partie des visios pour être au top février pour l'heure et les over pour faire la passation en direction de son autre... Ah oui oui oui, d'accord, c'est pour Delphine, ma fille de Véronique.
[31:06.000 --> 31:14.000]  Alors, on commence, ça vous va ? Alors, on va pas voir le premier ministre, le garde des Sceaux. Je crois qu'à l'époque c'était Manuel Valls le premier ministre, je suis pas sûr.
[31:14.000 --> 31:20.000]  Mais il me semble, est-ce que c'est écrit en bas ? Parce que il doit l'avoir signé normalement. Oui, Manuel Valls, premier ministre, je ne me trompe pas.
[31:20.000 --> 31:30.000]  Qui était le ministre du Logement ? C'était Sylvia Pinel. Elle nous a pas laissé un souvenir impérissable, Sylvia Pinel, j'avais oublié. Christiane Taubira, pardon, garde des Sceaux.
[31:30.000 --> 31:39.000]  C'était une belle arnaque ça. Je ne sais pas si vous avez remarqué, à part du pont Moretti, maintenant on met garde des Sceaux que des gens qui n'ont jamais fait un nom de droit.
[31:39.000 --> 31:47.000]  Ce qui est le cas d'ailleurs de Christiane Taubira. Sylvia Pinel était certainement très gentille, j'en sais rien, je me souviens à peu près d'à quoi elle ressemble.
[31:47.000 --> 31:57.000]  À peu près, pas grand chose, c'était une brune avec les cheveux sous les épaules. Elle nous a pas marqué. Maintenant je vais vous dire quel ministre du Logement a marqué quel gouvernement.
[31:57.000 --> 32:02.000]  Je ne sais même pas comment s'appelle le ministre du Logement actuel, j'en ai pas la moindre idée.
[32:04.000 --> 32:08.000]  Ils étaient moins gratinés que la nouvelle promotion, nous dit Julien. Du possible.
[32:08.000 --> 32:10.000]  Allez, on commence.
[32:10.000 --> 32:21.000]  Bien entendu, vous intervenez, vous posez des questions et puis on va essayer d'illustrer ça pour rendre cette vidéo conférence aussi vivante que possible.
[32:21.000 --> 32:25.000]  Par contre, dernière chose, la meilleure c'était Myriam El Connery.
[32:27.000 --> 32:31.000]  Alors Myriam El Connery, elle était au logement ou elle était au commerce ?
[32:31.000 --> 32:35.000]  Elle était pas au commerce Myriam El Connery, je me souviens plus.
[32:35.000 --> 32:39.000]  Enfin, avec éventuellement le petit jeu de mots.
[32:41.000 --> 32:46.000]  Alors attendez, je vous disais juste avant, je vous demanderais régulièrement de vous manifester sur le chat.
[32:46.000 --> 32:49.000]  Elle était au travail, c'était la loi travail, vous avez raison.
[32:49.000 --> 32:52.000]  C'était la loi travail, Myriam El Connery. Elle est au travail.
[32:52.000 --> 32:55.000]  Alors régulièrement, je vous demanderais d'intervenir pourquoi.
[32:55.000 --> 33:00.000]  Parce que nous devons garder, et de ne pas vous déconnecter de la visioconférence, très important.
[33:00.000 --> 33:03.000]  Maintenant que vous êtes connecté, ne vous déconnectez pas.
[33:03.000 --> 33:10.000]  Parce que nous, en cas de contrôle sur la bonne assiduité de l'un ou de l'autre, comme c'est une visioconférence loi allure,
[33:11.000 --> 33:16.000]  nous devons pouvoir éventuellement prouver, il peut y avoir des agifices qui vont nous demander,
[33:16.000 --> 33:20.000]  pour tel agent, tel agent, merci de justifier de sa bonne assiduité.
[33:20.000 --> 33:29.000]  Alors on vous a fait signer les attestations d'assiduité, les listes des margements, lors du séminaire, pour ceux d'entre vous qui étaient présents.
[33:29.000 --> 33:32.000]  Et là, comment on fait ?
[33:32.000 --> 33:37.000]  Eh bien il faut qu'on montre le fichier, qu'on appelle un log,
[33:37.000 --> 33:45.000]  le fichier avec les connexions de chacun, avec l'adresse IP de chacun, le temps que les gens sont restés, et l'heure à laquelle ils se sont déconnectés.
[33:45.000 --> 33:51.000]  Mais ça ne suffit pas. Il faut également que régulièrement vous nous disiez « oui oui je suis bien là, je suis bien attentif ».
[33:51.000 --> 33:58.000]  C'est la raison pour laquelle je vous demanderais deux, trois fois, pas toutes deux minutes, s'il vous plaît manifester tous,
[33:58.000 --> 34:03.000]  et dites nous, exactement comme vous le faites ici, comme Guillaume et Guillaume,
[34:03.000 --> 34:08.000]  Guillaume Bertrand et Guillaume Coquel l'ont fait, voilà, je suis là, présent, je suis bien là.
[34:08.000 --> 34:11.000]  D'ailleurs on va faire un exercice et ensuite on démarre.
[34:11.000 --> 34:22.000]  Je vais vous demander à tous, sans exception, de bien me dire « je suis là, je suis présent, je suis attentif, je ne suis pas parti chez ma dos ».
[34:22.000 --> 34:28.000]  Pour que je puisse dire, éventuellement aux âges et fils, regardez, à 18h44,
[34:28.000 --> 34:34.000]  Patricia Guaixart nous a bien dit qu'elle était attentive et présente lorsque je lui ai demandé.
[34:34.000 --> 34:45.000]  Alors, s'il vous plaît tous, mettez-moi ministre du logement actuel, Patrice Vergriette, oh là là, c'est José qui nous dit ça,
[34:45.000 --> 34:49.000]  et bien je vous avouerai que je crois découvrir son nom.
[34:50.000 --> 35:01.000]  Bon allez, c'est pas un ministère très considéré, présent depuis 1m24, je suis bien présent, c'est pas encore l'heure de l'apéro,
[35:01.000 --> 35:08.000]  pourtant normalement à 18h45 vous devriez avoir commencé chez vous, le 5 juillet et tout ça.
[35:08.000 --> 35:14.000]  C'est bon, tout le monde est là, tout le monde a bien dit qu'il était présent, c'est important, ça peut paraître crétin,
[35:14.000 --> 35:19.000]  mais c'est important de dire oui je suis là, oui je suis présent, parce qu'en cas de contrôle il faut qu'on puisse dire,
[35:19.000 --> 35:27.000]  oui, telle personne était bel et bien là, elle était bien présente, donc s'il vous plaît mettez-le nous.
[35:27.000 --> 35:35.000]  Bien, j'espère que Eric, là je parle de Eric Dalanchy, peut l'écrire sur son clavier parce que le pot vient de se faire opérer de l'épaule,
[35:35.000 --> 35:40.000]  j'espère que ça va, vous n'avez pas trop mal, l'opération à laquelle il va peut-être falloir que je passe,
[35:40.000 --> 35:44.000]  moi c'est les deux épaules en plus, donc bon, bon envie.
[35:44.000 --> 35:49.000]  Je suis actuellement très attentif à l'exceptionnelle visioloie allure de Nico Lagan,
[35:49.000 --> 35:55.000]  bon ça c'est Marc, tout le monde va dire que je lui ai filé un billet pour écrire ça, mais non, je vous promets, je vous promets.
[35:55.000 --> 36:00.000]  Depuis le 20 juillet 2023, je ne le connaissais pas, méga faillot.
[36:00.000 --> 36:06.000]  Bon allez, j'espère que tout le monde l'a bien mis, Xavier, Elodie, Christelle, Fabrice, c'est bon tout le monde l'a mis, génial.
[36:06.000 --> 36:11.000]  On commence, je vous demanderai ça allez, une ou deux autres fois pendant la vidéo, pas plus, bien sûr.
[36:11.000 --> 36:17.000]  Alors, code de déontologie des professions immobilières, voyez que c'est pour les transactions,
[36:17.000 --> 36:21.000]  gestion des immeubles et fonds de commerce, les agents immobiliers.
[36:21.000 --> 36:28.000]  Article 1, les règles déontologiques, alors on va les lire, comme je vous disais, les expliquer et éventuellement l'illustrer.
[36:28.000 --> 36:35.000]  Donc l'article 1, il est là, les règles déontologiques applicables aux personnes exerçant les activités mentionnées à l'article premier
[36:35.000 --> 36:43.000]  de la loi du 2 janvier 1970, sujvisée, titulaire d'une carte professionnelle délivrée dans les conditions de l'article 3 de cette même loi
[36:43.000 --> 36:52.000]  ou dont l'activité a fait l'objet d'une déclaration préalable en application de l'article 8-11-1 de cette même loi, le-10, figurent en annexe du présent décret.
[36:52.000 --> 37:01.000]  Lorsque les personnes mentionnées au premier alinéation des personnes morales, leurs représentants légaux et statutaires sont soumis aux mêmes règles déontologiques.
[37:01.000 --> 37:14.000]  Alors, ici dans cet article 1, on nous dit qui est visé, qui est soumis, donc visé par ce code de théorologie ou soumis à ce code de déontologie.
[37:14.000 --> 37:21.000]  Les personnes exerçant les activités mentionnées à l'article premier de la loi du 2 janvier 1970, la loi du 2 janvier 1970, c'est la loi OGE,
[37:21.000 --> 37:30.000]  c'est-à-dire la loi, le point de départ de toute la législation réglementant les agents immobiliers, administrateurs de biens, syndic, etc.
[37:30.000 --> 37:40.000]  Donc, on nous dit ici, ça concerne les agents immobiliers, titulaire d'une carte professionnelle, c'est la carte professionnelle d'agent immobilier,
[37:40.000 --> 37:55.000]  et également figurent en annexe leurs représentants légaux et statutaires et leurs personnels, leurs personnels qu'ils soient salariés ou indépendants comme vous l'êtes vous-même.
[37:55.000 --> 38:00.000]  Donc, article 1, qui est visé ? Bah, nous. Tout simplement, nous.
[38:00.000 --> 38:06.000]  Article 2, le présent décret entrant d'higueur le 1er septembre 2015, bon, ben là, je pense pas que ça nécessite beaucoup d'explications.
[38:06.000 --> 38:10.000]  C'est relativement simple à comprendre.
[38:10.000 --> 38:16.000]  Article 3, le garde des Sceaux, donc à l'époque Christiane Taubira, ministre de la Justice et la ministre du Logement, Sylvia Pinel,
[38:16.000 --> 38:21.000]  de l'égalité des territoires, ça c'est du bon boule-chip qui veut rien dire, et de la ruralité sont chargés,
[38:21.000 --> 38:26.000]  chacune en ce qui la concerne, de l'exécution du présent décret qui sera publié au Journal officiel de la République française.
[38:26.000 --> 38:34.000]  Donc, article 3, le garde des Sceaux, on dit ici la garde des Sceaux, ce qui en soit est une faute de français,
[38:34.000 --> 38:45.000]  mais on va pas rentrer dans ce débat qui fait rage. Donc, la garde des Sceaux, si je déteste ce genre de choses, mais on s'en fout, j'aime ça ou pas,
[38:45.000 --> 38:53.000]  et la ministre du Logement seront chargés, chacune, pour la partie qui la concerne, elle, de faire appliquer ce décret.
[38:53.000 --> 39:08.000]  Ensuite, et c'est là la dernière modification qui a eu lieu, c'était le 10 avril 2019, je disais tout à l'heure que ce code de déontologie n'avait pas été modifié depuis 2019.
[39:08.000 --> 39:22.000]  Oups, excusez-moi, ça m'a renvoyé vers les GFrance, lorsque j'ai cliqué sur le lien, excusez-moi, j'ai fait une mauvaise manip, donc je redescends ici.
[39:22.000 --> 39:30.000]  Et on va préciser ici, parce qu'on a considéré que ce n'était pas suffisamment précis, les agents immobiliers et administrateurs de biens syndicats,
[39:30.000 --> 39:40.000]  les propriétés marchande liste, parce qu'avait eu lieu, à la suite de la loi Allure, la modification du champ d'application de certains détenteurs de carte professionnelle,
[39:40.000 --> 39:55.000]  que ce soit les cartes professionnelles de gestion, d'administrateurs de biens, etc. Donc, on a reprécisé ici, quelles étaient les activités, les activités précises qui étaient concernées par cette loi.
[39:55.000 --> 40:01.000]  On a dit juste au-dessus qui était concerné par la loi et la modification 2019 a dit quelles étaient les activités.
[40:01.000 --> 40:07.000]  Donc, je vais le lire, c'est un gros article, ça va être un peu pénible, accrochez-vous.
[40:07.000 --> 40:09.000]  Ou, champ d'application.
[40:37.000 --> 40:45.000]  Lorsque les personnes mentionnées au présent alinéa sont des personnes morales, leurs représentants légaux et statutaires sont soumis aux règles du présent code,
[40:45.000 --> 40:52.000]  les activités mentionnées au 1, c'est le titre 1, quand on a le 1 en chiffre romain, comme ça dans une loi, c'est le titre 1,
[40:52.000 --> 40:59.000]  exerci à titre habituel, même à titre accessoire et portant sur les biens d'autrui sont les suivantes.
[41:00.000 --> 41:12.000]  Premièrement, l'activité d'agent immobilier qui consiste à se livrer ou à prêter son concours à des opérations mentionnées au 1, 5, enfin 1er, 5e, 8e de l'article 1er de la loi du 2 janvier précité.
[41:12.000 --> 41:16.000]  L'achat, la vente, la recherche, c'est là qu'on est, nous, précisément concernés.
[41:16.000 --> 41:23.000]  L'achat, la vente, la recherche, l'échange d'allocation ou la sous-location, saisonnières ou non, ennus ou enmeblés, d'immeubles bâtis ou non bâtis.
[41:23.000 --> 41:38.000]  L'achat, la vente ou location gérance de fonds de commerce, la cession d'un cheptel mort ou vif, la souscription, l'achat, la vente d'actions ou de parts de sociétés immobilières ou de sociétés d'habitats participatifs donnant vocation à une attribution de locaux en jouissance ou propriété.
[41:38.000 --> 41:44.000]  L'achat, la vente de parts sociales non négociables lorsque l'actif social comprend un immeuble ou un fonds de commerce.
